0;1990000
0;2990000
0;3990000
0;4990000
0;5990000
0;6990000
0;7990000
0;8990000
0;9990000
0;10990000
0;11990000
0;12990000
0;13990000
0;14990000
0;15990000
0;16990000
0;17990000
0;18990000
0;19990000
0;20990000
0;21990000
0;22990000
92;23990000
91;24990000
90;25990000
89;26990000
88;27990000
87;28990000
86;29990000
85;30990000
84;31990000
83;32990000
82;33990000
81;34990000
80;35990000
79;36990000
78;37990000
77;38990000
76;39990000
75;40990000
74;41990000
73;42990000
72;43990000
71;44990000
70;45990000
69;46990000
68;47990000
67;48990000
66;49990000
65;50990000
64;51990000
63;52990000
62;53990000
61;54990000
60;55990000
59;56990000
58;57990000
57;58990000
56;59990000
55;60990000
54;61990000
53;62990000
52;63990000
51;64990000
50;65990000
49;66990000
48;67990000
47;68990000
46;69990000
45;70990000
44;71990000
43;72990000
42;73990000
41;74990000
40;75990000
39;76990000
38;77990000
37;78990000
36;79990000
35;80990000
34;81990000
33;82990000
32;83990000
31;84990000
30;85990000
29;86990000
28;87990000
27;88990000
26;89990000
25;90990000
24;91990000
23;92990000
22;93990000
21;94990000
20;95990000
19;96990000
18;97990000
17;98990000
16;99990000
15;100990000
14;101990000
13;102990000
12;103990000
11;104990000
10;105990000
9;106990000
8;107990000
7;108990000
6;109990000
5;110990000
4;111990000
3;112990000
2;113990000
1;114990000
0;115990000
0;116990000
0;117990000
0;118990000
0;119990000
0;120990000
0;121990000
0;122990000
0;123990000
0;124990000
0;125990000
0;126990000
0;127990000
